mean_loss,epsilon
10.9260387421,0.9862372
13.9959564209,0.9861625
13.9274749756,0.9861382
16.6897163391,0.9861184
14.3023233414,0.9860968
16.5396385193,0.986077
11.9788560867,0.9860554
12.7421894073,0.9860266
12.3588590622,0.9859411
11.4454145432,0.9858727
9.78782463074,0.9858529
12.8316087723,0.9858295
10.6848144531,0.9858079
9.46891212463,0.9857836
11.0007352829,0.9857611
15.2433137894,0.985735
9.45540237427,0.9857125
12.1948881149,0.9856711
15.4434223175,0.985609
12.2793045044,0.985519
12.8066596985,0.9854965
11.7088327408,0.9854308
14.0952310562,0.9854083
13.3944311142,0.985321
12.3295545578,0.9852985
8.64635753632,0.9852706
11.0710859299,0.985249
11.6828384399,0.9852265
12.6841554642,0.985204
9.44812202454,0.9851806
12.3187074661,0.9851275
15.9134550095,0.9851068
14.860710144,0.9850825
11.9191207886,0.9850609
11.9499588013,0.9850375
14.7526741028,0.9850159
11.2280597687,0.9849889
15.1989154816,0.984925
16.6634635925,0.9849007
9.76847648621,0.9848809
13.9396257401,0.9848584
12.5610179901,0.9848386
13.1571998596,0.984809800001
15.2327928543,0.984785500001
9.56581401825,0.984729700001
11.1726350784,0.984704500001
10.4626703262,0.984642400001
10.5900449753,0.984576700001
11.4231872559,0.984555100001
13.9843664169,0.984531700001
12.7389450073,0.984509200001
15.5712566376,0.984481300001
12.2112293243,0.984456100001
13.9691343307,0.984434500001
10.7333602905,0.984414700001
15.217420578,0.984363400001
10.6257743835,0.984340900001
9.1618347168,0.984316600001
13.8380050659,0.984290500001
9.00198173523,0.984270700001
14.2790899277,0.984220300001
11.426527977,0.984198700001
11.9497385025,0.984175300001
12.5359258652,0.984150100001
11.4651212692,0.984127600001
12.7382116318,0.984102400001
9.97012138367,0.984075400001
15.9060287476,0.984052900001
7.93482065201,0.984030400001
13.3412370682,0.983962900001
12.5550012589,0.983942200001
9.43234062195,0.983921500001
14.9070739746,0.983872000001
17.1177272797,0.983851300001
8.7178030014,0.983830600001
12.0766830444,0.983808100001
12.2824068069,0.983786500001
13.2668027878,0.983763100001
12.6916437149,0.983739700001
13.4295454025,0.983710900001
10.9129981995,0.983681200001
18.5073795319,0.983658700001
12.4886779785,0.983631700001
14.7960662842,0.983602000001
10.0599603653,0.983574100001
12.4499263763,0.983484100001
13.5596113205,0.983462500001
11.0884418488,0.983406700001
14.7714891434,0.983386000001
11.7230272293,0.983359000001
11.6888141632,0.983285200001
11.5256605148,0.983263600001
12.0205984116,0.983153800001
14.0821199417,0.983131300001
13.281252861,0.983063800001
11.5889997482,0.983040400001
12.5252180099,0.983018800001
11.8756103516,0.982994500001
13.0050916672,0.982929700001
12.5430259705,0.982909000001
12.9730186462,0.982887400001
10.2582168579,0.982800100001
10.0701065063,0.982776700001
9.29243183136,0.982754200001
14.6533508301,0.982732600001
12.3553638458,0.982681300001
8.26156997681,0.982659700001
11.8500967026,0.982637200001
14.5805883408,0.982591300001
10.3273649216,0.982569700001
14.1843128204,0.982544500001
11.0035667419,0.982471600001
12.1767454147,0.982445500001
12.1948280334,0.982383400001
12.3383378983,0.982319500001
8.97837257385,0.982297000001
14.6438989639,0.982272700001
15.0216445923,0.982243900001
14.2797384262,0.982216000001
11.5875473022,0.982192600001
14.3949537277,0.982167400001
12.8071937561,0.982061200001
9.70964050293,0.982029700001
9.87578582764,0.982005400001
11.3894767761,0.981937900001
13.3497886658,0.981913600001
9.1315946579,0.981890200001
7.67855596542,0.981868600001
11.0422344208,0.981848800001
13.8743095398,0.981784000001
11.1704959869,0.981763300001
12.2166862488,0.981741700001
10.1974058151,0.981720100001
12.4787216187,0.981629200001
12.7251739502,0.981604900001
11.3619804382,0.981537400001
8.3532705307,0.981516700001
13.8005142212,0.981487000001
12.4181594849,0.981464500001
10.8635988235,0.981442000001
16.2713985443,0.981417700001
11.9029169083,0.981394300001
12.6625318527,0.981372700001
14.825802803,0.981350200001
15.0281496048,0.981327700001
14.51790905,0.981291700001
12.7978897095,0.981270100001
11.4711990356,0.981248500001
13.7406158447,0.981226000001
11.8795499802,0.981180100001
11.3151607513,0.981159400001
13.3875827789,0.981139600001
12.9335489273,0.981075700001
10.4641819,0.981054100001
12.8807296753,0.981032500001
13.0980806351,0.981009100001
12.8175754547,0.980942500001
10.7089776993,0.980875900001
12.1520652771,0.980812000001
12.9045877457,0.980746300001
11.53428936,0.980726500001
11.3581495285,0.980677900001
10.6314115524,0.980655400001
11.0311117172,0.980623900001
12.769153595,0.980599600001
12.2174367905,0.980578000001
15.3977003098,0.980554600001
11.1372718811,0.980532100001
10.5286283493,0.980512300001
13.5537424088,0.980489800001
12.9398164749,0.980470000001
8.0037021637,0.980445700001
9.34692382812,0.980417800001
15.6559381485,0.980395300001
11.8128061295,0.980330500001
12.8889551163,0.980308000001
10.1287984848,0.980261200001
11.5517921448,0.980237800001
11.3782653809,0.980191000001
11.4121189117,0.980162200001
11.7638864517,0.980140600001
14.9190263748,0.980120800001
12.4252901077,0.979967800001
14.8354625702,0.979948000001
10.2845411301,0.979882300001
12.0022039413,0.979858900001
14.6273775101,0.979839100001
13.3100290298,0.979813000001
12.1662397385,0.979725700001
11.4487066269,0.979702300001
12.4438247681,0.979679800001
11.7898349762,0.979660000001
10.5361156464,0.979638400001
10.3176441193,0.979612300001
13.6194181442,0.979543000001
9.19612979889,0.979520500001
11.9160032272,0.979498900001
10.052157402,0.979475500001
12.443857193,0.979409800001
12.74609375,0.979384600001
15.7498693466,0.979361200001
15.1275053024,0.979338700001
12.8639364243,0.979316200001
12.370595932,0.979224400001
10.9841327667,0.979204600001
15.718287468,0.979180300001
15.496544838,0.979156900001
12.5961675644,0.979133500001
14.5186901093,0.979107400001
9.76417636871,0.979084900001
9.87066841125,0.979062400001
12.7074308395,0.978994000001
10.7984323502,0.978970600001
8.49210739136,0.978950800001
10.6738290787,0.978928300001
10.4789762497,0.978817600001
9.10272121429,0.978793300001
12.5338411331,0.978766300001
12.2301092148,0.978607900001
12.5505981445,0.978584500001
8.92804431915,0.978562900001
11.4065418243,0.978543100001
10.6708145142,0.978517000001
16.0113925934,0.978494500001
11.5223255157,0.978444100001
12.4826421738,0.978421600001
9.71906661987,0.978357700001
13.6781158447,0.978335200001
9.76512145996,0.978315400001
14.9063034058,0.978293800001
10.0715417862,0.978229900001
10.5543479919,0.978195700001
10.9672422409,0.978145300001
11.1137275696,0.978077800001
7.61899805069,0.978054400001
14.0849313736,0.978032800001
13.2622213364,0.977980600001
10.6967744827,0.977956300001
9.53744983673,0.977936500001
10.3262767792,0.977914000001
9.18815231323,0.977891500001
10.1506595612,0.977869900001
11.5376558304,0.977847400001
11.985915184,0.977754700001
9.61120128632,0.977733100001
10.337059021,0.977664700001
13.0932817459,0.977644000001
10.887339592,0.977622400001
10.4236249924,0.977592700001
12.7243700027,0.977570200001
12.3419961929,0.977547700001
11.1566667557,0.977515300001
9.52991580963,0.977493700001
8.77457809448,0.977470300001
13.3080701828,0.977446900001
10.9210863113,0.977424400001
10.1216592789,0.977404600001
9.56749534607,0.977383000001
10.2713537216,0.977319100001
11.3334474564,0.977287600001
9.17580032349,0.977264200001
9.1144361496,0.977240800001
8.50311183929,0.977219200001
11.5716896057,0.977173300001
10.6159734726,0.977118400001
10.2619056702,0.977052700001
13.0279903412,0.977032900001
12.0363817215,0.976999600001
9.55132102966,0.976979800001
11.7264680862,0.976958200001
13.9865646362,0.976932100001
11.1401891708,0.976907800001
10.0157957077,0.976883500001
15.2127170563,0.976856500001
9.55647754669,0.976791700001
10.7014341354,0.976768300001
10.6828489304,0.976748500001
8.08049678802,0.976726900001
10.9145002365,0.976707100001
10.0236692429,0.976683700001
9.97694015503,0.976613500001
10.9948863983,0.976593700001
10.6326770782,0.976568500001
8.40569400787,0.976546900001
10.6323976517,0.976523500001
9.63989162445,0.976499200001
11.5916128159,0.976477600001
11.300573349,0.976451500001
8.39921665192,0.976426300001
10.5492477417,0.976406500001
9.78569316864,0.976384000001
10.0223054886,0.976364200001
11.8486499786,0.976335400001
9.44405651093,0.976308400001
11.0701436996,0.976283200001
10.3971271515,0.976219300001
10.325129509,0.976191400001
9.71433162689,0.976166200001
13.4727067947,0.976141900001
9.92447662354,0.976084300001
13.2928085327,0.976061800001
11.4732751846,0.976040200001
11.7091655731,0.976013200001
8.69020366669,0.975993400001
10.8740625381,0.975928600001
10.8663511276,0.975908800001
10.1397151947,0.975884500001
9.70232772827,0.975862900001
11.9078559875,0.975840400001
14.5407819748,0.975812500001
13.51612854,0.975788200001
9.99690341949,0.975760300001
10.4849100113,0.975694600001
7.60278844833,0.975646000001
9.79634666443,0.975533500001
8.12640666962,0.975511900001
8.58645439148,0.975492100001
9.60559177399,0.975444400001
13.7213954926,0.975423700001
13.9338951111,0.975399400001
11.57396698,0.975369700001
12.1706361771,0.975345400001
9.36400127411,0.975294100001
14.7103700638,0.975272500001
11.8007764816,0.975252700001
11.3020086288,0.975229300001
9.30546188354,0.975205000001
8.25728130341,0.975182500001
13.671795845,0.975159100001
10.3501987457,0.975133000001
13.8027620316,0.975108700001
10.9720640182,0.975046600001
7.7288184166,0.975025000001
10.2543897629,0.974999800001
10.6900205612,0.974978200001
9.82235908508,0.974958400001
8.97357463837,0.974878300001
10.1652421951,0.974856700001
8.97783279419,0.974808100001
9.32539653778,0.974784700001
10.067773819,0.974719900001
10.9109783173,0.974699200001
11.2708482742,0.974677600001
10.4519720078,0.974628100001
10.4040317535,0.974599300001
10.0052204132,0.974579500001
11.4709806442,0.974557900001
9.67776584625,0.974526400001
9.35199451447,0.974501200001
10.4398183823,0.974477800001
8.24365520477,0.974450800001
10.3333749771,0.974426500001
11.4515523911,0.974402200001
11.4648284912,0.974378800001
9.5902967453,0.974359000001
10.9319810867,0.974336500001
9.73658084869,0.974312200001
10.9176063538,0.974247400001
12.6467428207,0.974225800001
7.83906698227,0.974206000001
11.1292028427,0.974181700001
6.98905706406,0.974156500001
9.8443403244,0.974103400001
9.88338088989,0.974080900001
9.81986999512,0.974059300001
11.5782871246,0.974031400001
10.1483945847,0.974008000001
8.62037849426,0.973986400001
11.5592803955,0.973960300001
10.7279367447,0.973936000001
8.05935192108,0.973913500001
7.17763662338,0.973891900001
9.47556209564,0.973869400001
9.08110141754,0.973843300001
10.5444202423,0.973812700001
10.4433288574,0.973752400001
10.4051094055,0.973720000001
9.82102298737,0.973657000001
11.8241167068,0.973635400001
8.82836055756,0.973610200001
9.21131420135,0.973590400001
9.33896064758,0.973563400001
9.75296974182,0.973486000001
6.4773478508,0.973462600001
8.40879821777,0.973409500001
13.295129776,0.973388800001
10.1895999908,0.973368100001
9.64411449432,0.973342000001
11.5332860947,0.973316800001
12.96692276,0.973292500001
9.94236373901,0.973230400001
11.7096509933,0.973135000001
8.72750473022,0.973111600001
9.10978603363,0.973058500001
11.1794128418,0.972992800001
9.29926776886,0.972969400001
11.7401666641,0.972874900001
10.3936252594,0.972849700001
10.6617956161,0.972827200001
7.65691232681,0.972804700001
8.66586875916,0.972775900001
8.78348064423,0.972709300001
11.6311235428,0.972659800001
11.0265283585,0.972636400001
10.1686439514,0.972567100001
10.2464475632,0.972503200001
11.5022172928,0.972478000001
8.17391777039,0.972447400001
11.3204145432,0.972423100001
8.34564685822,0.972396100001
10.5254192352,0.972344800001
9.69524478912,0.972256600001
9.39017868042,0.972234100001
10.8820123672,0.972206200001
10.5043201447,0.972155800001
8.37312793732,0.972132400001
11.6970596313,0.972112600001
8.0433511734,0.972091000001
10.2293605804,0.972071200001
10.4139738083,0.972007300001
10.4170637131,0.971940700001
11.1545057297,0.971874100001
11.2834606171,0.971808400001
10.2389526367,0.971698600001
9.63370990753,0.971670700001
11.3144836426,0.971603200001
11.5976915359,0.971580700001
9.94902801514,0.971559100001
7.02754831314,0.971539300001
10.7782354355,0.971516800001
11.3369073868,0.971452000001
7.03236532211,0.971428600001
9.60878658295,0.971405200001
8.57399082184,0.971380900001
14.4706697464,0.971357500001
10.9565200806,0.971334100001
10.4017190933,0.971311600001
13.174996376,0.971290000001
11.1836090088,0.971266600001
8.40050506592,0.971242300001
11.5818843842,0.971222500001
11.6105012894,0.971197300001
12.2849836349,0.971170300001
10.5816087723,0.971141500001
10.5215740204,0.971093800001
10.0901842117,0.971023600001
7.95406198502,0.971002900001
7.0895652771,0.970981300001
10.514497757,0.970880500001
12.5905923843,0.970857100001
8.33320140839,0.970837300001
9.68799781799,0.970766200001
11.1348810196,0.970738300001
8.40799617767,0.970714900001
14.6995439529,0.970689700001
8.73775196075,0.970669900001
8.01086044312,0.970604200001
11.017250061,0.970579900001
9.79104232788,0.970492600001
10.8191184998,0.970471000001
9.22462368011,0.970449400001
9.06984329224,0.970420600001
10.2986574173,0.970397200001
10.5998325348,0.970374700001
11.4581270218,0.970352200001
10.3442497253,0.970328800001
11.961479187,0.970305400001
10.6244392395,0.970255900001
9.01206016541,0.970235200001
7.54069137573,0.970211800001
8.23064422607,0.970192000001
10.4277133942,0.970167700001
10.3662061691,0.970144300001
11.9331359863,0.970122700001
10.0875720978,0.970099300001
7.73930883408,0.970077700001
10.117442131,0.970052500001
11.8793849945,0.970021900001
8.80451107025,0.969999400001
14.7670640945,0.969975100001
8.09434223175,0.969955300001
8.85075950623,0.969931000001
9.8873758316,0.969864400001
9.60227489471,0.969841900001
12.561003685,0.969814000001
9.3197479248,0.969792400001
9.81147766113,0.969766300001
8.40199375153,0.969744700001
9.35914993286,0.969634000001
7.34337520599,0.969607900001
10.3236694336,0.969588100001
9.10694980621,0.969516100001
11.404091835,0.969494500001
6.91925191879,0.969474700001
8.53097629547,0.969409900001
6.69190359116,0.969382900001
10.751083374,0.969357700001
14.0821466446,0.969335200001
6.18140029907,0.969309100001
10.4648923874,0.969287500001
10.9303665161,0.969265000001
10.467382431,0.969243400001
9.75659656525,0.969216400001
7.98861885071,0.969193000001
8.12937831879,0.969166000001
8.77581310272,0.969144400001
5.66751432419,0.969121000001
8.9075460434,0.969073300001
7.9624671936,0.969042700001
9.93274688721,0.969022900001
9.11466693878,0.968999500001
9.84708881378,0.968968000001
7.43412590027,0.968945500001
11.0155277252,0.968925700001
8.21737289429,0.968904100001
9.36259937286,0.968881600001
11.263800621,0.968859100001
9.90990352631,0.968833900001
9.12046813965,0.968812300001
11.2690038681,0.968786200001
9.7439956665,0.968759200001
7.9421210289,0.968736700001
11.7325820923,0.968714200001
9.35384178162,0.968662900001
8.56782531738,0.968637700001
9.25417995453,0.968544100001
10.2722396851,0.968518000001
11.1662406921,0.968488300001
10.6511201859,0.968452300001
6.68002700806,0.968429800001
8.09409427643,0.968407300001
9.11677455902,0.968356900001
8.99444007874,0.968331700001
10.1296129227,0.968310100001
10.7287473679,0.968241700001
8.17757606506,0.968221900001
9.57072544098,0.968198500001
8.52224063873,0.968171500001
11.4196434021,0.968076100001
9.17572021484,0.968010400001
8.60293102264,0.967943800001
9.01574134827,0.967919500001
11.6465148926,0.967884400001
8.00270748138,0.967859200001
12.1796522141,0.967839400001
9.35048294067,0.967817800001
9.55304718018,0.967769200001
8.63582134247,0.967744900001
8.54693412781,0.967694500001
10.1271286011,0.967626100001
11.2253932953,0.967595500001
7.57584381104,0.967569400001
10.300160408,0.967545100001
7.78549528122,0.967523500001
7.46272277832,0.967499200001
9.05600357056,0.967466800001
8.07742214203,0.967440700001
10.1209592819,0.967417300001
10.7995290756,0.967347100001
8.49222373962,0.967326400001
9.42893505096,0.967228300001
8.72553157806,0.967206700001
6.87106275558,0.967181500001
10.1369962692,0.967159900001
10.3527135849,0.967134700001
12.8867273331,0.967087000001
9.67836093903,0.967062700001
8.58939361572,0.967041100001
6.40989017487,0.967014100001
6.78248357773,0.966994300001
10.1283435822,0.966929500001
6.97922897339,0.966909700001
10.2532424927,0.966888100001
9.09076881409,0.966840400001
7.93405818939,0.966788200001
10.876832962,0.966767500001
9.86680316925,0.966744100001
10.4100627899,0.966712600001
7.92159795761,0.966688300001
10.5649805069,0.966642400001
8.27122306824,0.966596500001
9.52335071564,0.966573100001
11.940407753,0.966547000001
7.91747713089,0.966517300001
7.82469558716,0.966495700001
8.90970039368,0.966467800001
8.31266117096,0.966448000001
7.2514538765,0.966424600001
7.76414680481,0.966403000001
8.80783939362,0.966381400001
9.34349918365,0.966292300001
10.2074689865,0.966269800001
8.12828159332,0.966232000001
10.3118782043,0.966212200001
8.12314128876,0.966190600001
8.71317958832,0.966170800001
7.81331586838,0.966148300001
9.69519519806,0.966126700001
8.04922485352,0.966042100001
6.75339174271,0.966017800001
9.36674690247,0.965951200001
9.5539855957,0.965886400001
8.73902988434,0.965859400001
10.4764966965,0.965833300001
8.57605171204,0.965809000001
6.98846673965,0.965763100001
8.49573421478,0.965742400001
8.45569801331,0.965648800001
12.8515777588,0.965627200001
7.91903734207,0.965605600001
8.63171577454,0.965579500001
10.0531654358,0.965557900001
8.96066951752,0.965535400001
7.99361848831,0.965512000001
9.96757221222,0.965485000001
10.7377967834,0.965460700001
7.78949260712,0.965440900001
11.786482811,0.965418400001
7.7800784111,0.965395000001
6.8095459938,0.965372500001
7.61777544022,0.965326600001
10.7618942261,0.965297800001
8.80046749115,0.965276200001
10.8802871704,0.965253700001
8.81190299988,0.965190700001
7.42090082169,0.965080000001
11.4893579483,0.965058400001
10.4481267929,0.965035900001
8.17345809937,0.965008900001
8.68908596039,0.964946800001
7.85911798477,0.964923400001
