mean_loss,epsilon
10.11353302,0.964898200001
11.4911241531,0.964875700001
11.6664066315,0.964855900001
8.90885925293,0.964808200001
10.016254425,0.964783900001
9.45163917542,0.964762300001
9.35707855225,0.964733500001
8.49959278107,0.964711900001
7.86844730377,0.964686700001
7.99666261673,0.964621900001
10.4012870789,0.964601200001
8.27656269073,0.964578700001
9.45819854736,0.964529200001
8.18237304688,0.964466200001
8.6242351532,0.964437400001
10.2895860672,0.964412200001
6.72834730148,0.964390600001
7.88395881653,0.964361800001
11.491232872,0.964315000001
10.5553407669,0.964291600001
7.80797338486,0.964270000001
8.27533340454,0.964245700001
8.99578857422,0.964193500001
7.97022867203,0.964171000001
7.71514797211,0.964143100001
7.386054039,0.964117000001
7.32073450089,0.964092700001
8.22261047363,0.964028800001
7.53832769394,0.964003600001
7.28339290619,0.963937000001
8.77130222321,0.963912700001
11.5462522507,0.963890200001
8.29155826569,0.963868600001
10.6733350754,0.963848800001
8.80573940277,0.963801100001
6.70287847519,0.963778600001
6.3208656311,0.963754300001
8.40304946899,0.963688600001
7.53530836105,0.963660700001
9.38384914398,0.963640900001
8.71694850922,0.963575200001
8.23095226288,0.963553600001
6.69467926025,0.963533800001
10.9584922791,0.963512200001
7.99903440475,0.963466300001
9.74096488953,0.963444700001
10.1595916748,0.963419500001
10.709654808,0.963343000001
8.88086605072,0.963295300001
8.44307804108,0.963268300001
7.49536991119,0.963241300001
7.7224111557,0.963216100001
7.44631481171,0.963196300001
9.99151039124,0.963143200001
6.85850763321,0.963122500001
8.21565628052,0.963088300001
12.7227735519,0.963064900001
8.53146839142,0.963000100001
9.39433765411,0.962978500001
10.6530780792,0.962958700001
9.26863670349,0.962886700001
7.23916196823,0.962865100001
10.4782505035,0.962845300001
7.90512228012,0.962822800001
9.05302906036,0.962800300001
12.6010723114,0.962775100001
8.63780593872,0.962753500001
6.76902246475,0.962731900001
10.3839569092,0.962709400001
8.39977645874,0.962687800001
9.11967277527,0.962656300001
8.67294597626,0.962634700001
8.84598255157,0.962614900001
8.4348077774,0.962593300001
9.16512393951,0.962571700001
10.2239284515,0.962545600001
6.4853219986,0.962519500001
10.8061714172,0.962497000001
8.94199752808,0.962428600001
12.202747345,0.962407000001
8.77431774139,0.962361100001
9.39255428314,0.962335000001
9.96177101135,0.962315200001
9.5933713913,0.962280100001
11.71737957,0.962254000001
8.6613740921,0.962222500001
8.71259212494,0.962198200001
8.13933849335,0.962178400001
7.5276222229,0.962146900001
9.06885719299,0.962119900001
7.63239145279,0.962074000001
8.90610027313,0.962051500001
10.9897766113,0.962027200001
10.2142801285,0.962005600001
8.47736167908,0.961980400001
11.437587738,0.961958800001
9.12870121002,0.961932700001
11.2376203537,0.961912900001
9.52886390686,0.961823800001
9.51460075378,0.961804000001
8.03853702545,0.961734700001
9.30686283112,0.961711300001
10.7109203339,0.961691500001
8.41825199127,0.961669000001
8.238322258,0.961649200001
7.81334018707,0.961622200001
7.52791070938,0.961593400001
10.952422142,0.961568200001
9.44120407104,0.961545700001
8.79018306732,0.961524100001
8.96074008942,0.961501600001
7.40106630325,0.961453000001
8.27082061768,0.961389100001
7.40211486816,0.961361200001
7.4971036911,0.961246000001
7.55498743057,0.961225300001
7.53716993332,0.961197400001
6.62407684326,0.961168600001
9.49388790131,0.961146100001
8.37177944183,0.961109200001
6.55548238754,0.961084900001
8.60843658447,0.961050700001
10.0371541977,0.961026400001
8.56384277344,0.960975100001
8.10767173767,0.960954400001
8.8473443985,0.960931000001
9.52186393738,0.960905800001
7.78318929672,0.960880600001
8.87208843231,0.960812200001
9.67732429504,0.960787000001
7.67889785767,0.960762700001
6.6112279892,0.960733000001
8.31229114532,0.960686200001
7.86293411255,0.960607900001
5.75966405869,0.960583600001
8.08383655548,0.960553900001
7.56733322144,0.960532300001
8.65208721161,0.960508900001
8.66863632202,0.960443200001
9.63060855865,0.960419800001
6.81061506271,0.960397300001
8.56256961823,0.960348700001
5.99024009705,0.960327100001
10.0783090591,0.960304600001
10.1758031845,0.960281200001
10.52866745,0.960235300001
8.08221340179,0.960211000001
7.97336244583,0.960186700001
10.4354333878,0.960163300001
9.95050048828,0.960140800001
6.16851758957,0.960114700001
6.90755033493,0.960089500001
6.7126288414,0.960067900001
7.595662117,0.960048100001
5.99413251877,0.960021100001
10.0090074539,0.959991400001
8.59084701538,0.959969800001
8.10501480103,0.959942800001
10.2815389633,0.959914900001
7.97737884521,0.959893300001
6.3321762085,0.959860000001
7.16697835922,0.959838400001
9.05499458313,0.959812300001
10.46986866,0.959784400001
8.09126281738,0.959762800001
9.36692047119,0.959657500001
8.16550445557,0.959567500001
10.4926300049,0.959547700001
6.44444847107,0.959524300001
8.49308776855,0.959502700001
8.71724319458,0.959392000001
8.91283988953,0.959370400001
11.1403188705,0.959348800001
9.49617385864,0.959329000001
7.44413614273,0.959302900001
8.75600910187,0.959239000001
7.3291144371,0.959216500001
6.62709856033,0.959194000001
8.11637401581,0.959174200001
8.36804771423,0.959150800001
8.21989440918,0.959131000001
8.64838600159,0.959109400001
10.0268688202,0.959089600001
9.19106197357,0.959062600001
9.67863559723,0.959032900001
8.44155979156,0.959009500001
8.71103668213,0.958986100001
8.04712677002,0.958924000001
9.86497688293,0.958902400001
9.9033613205,0.958882600001
8.9756155014,0.958858300001
8.48380279541,0.958835800001
7.01047229767,0.958816000001
8.56046581268,0.958793500001
8.37096595764,0.958771000001
7.62027454376,0.958744900001
6.87447690964,0.958721500001
7.60586547852,0.958693600001
9.11374187469,0.958604500001
9.86769390106,0.958582900001
11.516787529,0.958558600001
6.46335077286,0.958534300001
10.2669372559,0.958512700001
7.60272979736,0.958488400001
7.87048625946,0.958393900001
9.96672725677,0.958368700001
8.39450740814,0.958344400001
7.45211648941,0.958254400001
7.3258600235,0.958229200001
8.44036197662,0.958119400001
8.08887290955,0.958096000001
8.78940296173,0.958071700001
7.53828716278,0.958051900001
6.51143026352,0.958025800001
7.45636796951,0.958004200001
8.83434772491,0.957980800001
7.80275726318,0.957956500001
8.70406723022,0.957927700001
9.36007785797,0.957906100001
6.26614284515,0.957876400001
9.90917301178,0.957850300001
8.66493034363,0.957824200001
8.73920631409,0.957778300001
6.03373670578,0.957755800001
6.80456733704,0.957734200001
7.9389834404,0.957710800001
7.09247016907,0.957676600001
6.25067281723,0.957656800001
7.78522348404,0.957633400001
8.76184463501,0.957605500001
9.52920150757,0.957494800001
7.00511932373,0.957470500001
8.18296527863,0.957448000001
7.65392541885,0.957426400001
8.43255901337,0.957398500001
11.1519823074,0.957372400001
9.08210659027,0.957303100001
8.8831205368,0.957279700001
9.83854675293,0.957255400001
8.53499698639,0.957209500001
7.1735496521,0.957187000001
9.14796257019,0.957160900001
5.89172935486,0.957138400001
6.8560333252,0.957116800001
6.65457820892,0.957097000001
7.8191318512,0.957074500001
8.44646263123,0.956984500001
9.47478199005,0.956938600001
7.59191036224,0.956873800001
9.90912246704,0.956853100001
8.98805427551,0.956738800001
7.08207845688,0.956717200001
9.36660480499,0.956697400001
9.35144329071,0.956670400001
7.64838075638,0.956647000001
7.96912527084,0.956583100001
7.13899755478,0.956559700001
10.0433139801,0.956539900001
8.15333938599,0.956503900001
6.12809324265,0.956477800001
7.97816467285,0.956456200001
7.79621934891,0.956434600001
8.35499095917,0.956413000001
8.0158405304,0.956365300001
7.51135349274,0.956335600001
7.63144826889,0.956313100001
9.83942508698,0.956283400001
9.94315719604,0.956261800001
6.84612798691,0.956242000001
7.73544549942,0.956218600001
8.21911811829,0.956197000001
8.9402923584,0.956133100001
6.81174564362,0.956096200001
9.34590530396,0.956029600001
8.61318874359,0.956001700001
9.29032325745,0.955980100001
7.56384181976,0.955912600001
7.98988580704,0.955888300001
5.84195280075,0.955863100001
6.3271689415,0.955841500001
9.43624401093,0.955816300001
9.04836177826,0.955794700001
7.49106311798,0.955714600001
8.63484668732,0.955694800001
7.65488576889,0.955673200001
8.41859054565,0.955648000001
8.35323143005,0.955583200001
8.53816699982,0.955560700001
9.24388408661,0.955536400001
9.00350761414,0.955511200001
9.02030181885,0.955489600001
8.24555110931,0.955468000001
8.16379451752,0.955448200001
8.09194946289,0.955424800001
8.83718204498,0.955405000001
8.81046676636,0.955380700001
8.03458309174,0.955358200001
8.60769176483,0.955333900001
8.89385890961,0.955303300001
10.544470787,0.955283500001
10.5508403778,0.955257400001
7.67186260223,0.955232200001
8.34198093414,0.955162000001
8.02347564697,0.955141300001
6.77747106552,0.955095400001
8.07777881622,0.955018000001
10.1203804016,0.954995500001
9.54578018188,0.954973000001
7.88220357895,0.954885700001
8.17227077484,0.954838900001
7.5821814537,0.954811900001
8.01728725433,0.954788500001
7.99956512451,0.954756100001
8.95453834534,0.954734500001
6.24517965317,0.954712900001
7.00361776352,0.954693100001
6.25467681885,0.954666100001
7.61629533768,0.954602200001
8.37616634369,0.954573400001
7.54640579224,0.954551800001
10.8996887207,0.954530200001
7.60457658768,0.954507700001
8.38095378876,0.954486100001
9.55529212952,0.954466300001
8.57811641693,0.954372700002
7.51381349564,0.954344800002
8.28595256805,0.954292600002
6.2406334877,0.954271000002
6.64803314209,0.954243100002
8.9734916687,0.954220600002
9.923163414,0.954200800002
8.30309677124,0.954135100002
8.83761024475,0.954098200002
8.06390190125,0.954074800002
7.33366012573,0.954011800002
7.40819978714,0.953987500002
7.2117600441,0.953965900002
8.60119628906,0.953938900002
6.94783639908,0.953893000002
6.89716386795,0.953869600002
6.84049987793,0.953844400002
7.52644681931,0.953797600002
7.73903131485,0.953776900002
8.14464950562,0.953752600002
7.21874046326,0.953728300002
6.00375509262,0.953705800002
7.30565452576,0.953677000002
7.91010904312,0.953654500002
6.64285039902,0.953632000002
4.98848438263,0.953607700002
6.5792722702,0.953587900002
5.2307639122,0.953565400002
7.48640060425,0.953543800002
6.70255184174,0.953524000002
6.30089712143,0.953501500002
6.48696517944,0.953478100002
6.38790893555,0.953453800002
6.36963176727,0.953434000002
5.88737154007,0.953409700002
8.48341464996,0.953387200002
8.10643291473,0.953365600002
7.13032627106,0.953339500002
9.38557815552,0.953274700002
9.23468494415,0.953254000002
7.19462013245,0.953231500002
7.77712345123,0.953138800002
8.7179441452,0.953111800002
7.83017349243,0.953092000002
7.37362289429,0.953069500002
8.38204097748,0.953046100002
8.47688007355,0.953022700002
11.8454141617,0.953000200002
6.68965148926,0.952976800002
8.8908700943,0.952951600002
6.93360900879,0.952929100002
7.73959970474,0.952902100002
8.70891284943,0.952880500002
11.4557447433,0.952858900002
10.1079883575,0.952837300002
7.4026427269,0.952815700002
7.73159742355,0.952786900002
7.83368492126,0.952696900002
9.45634460449,0.952671700002
6.59429979324,0.952643800002
9.8128490448,0.952624000002
7.88087940216,0.952552900002
8.97360897064,0.952527700002
8.1872625351,0.952499800002
7.84737920761,0.952476400002
6.85109519958,0.952454800002
8.5891828537,0.952429600002
8.40360450745,0.952407100002
9.66037273407,0.952384600002
9.52173614502,0.952363000002
7.74567556381,0.952343200002
7.83881807327,0.952318900002
9.89507007599,0.952297300002
7.680372715,0.952272100002
8.24091148376,0.952252300002
6.83261060715,0.952205500002
8.56517601013,0.952184800002
9.79760742188,0.952161400002
8.78358745575,0.952081300002
8.06781291962,0.952060600002
8.99544048309,0.952038100002
8.96159648895,0.951945400002
10.2629966736,0.951923800002
8.84693622589,0.951902200002
8.66788196564,0.951878800002
8.07575893402,0.951857200002
10.2378025055,0.951837400002
7.28602743149,0.951813100002
7.18940114975,0.951786100002
7.67781591415,0.951766300002
7.80932855606,0.951743800002
8.16551208496,0.951654700002
9.26906967163,0.951633100002
7.50156211853,0.951566500002
9.65027332306,0.951504400002
7.77498197556,0.951479200002
9.00695228577,0.951448600002
7.40706110001,0.951401800002
8.4277305603,0.951355000002
7.69826745987,0.951330700002
10.3108491898,0.951310900002
7.33770799637,0.951285700002
8.38441085815,0.951211900002
8.25471019745,0.951184000002
8.46225166321,0.951120100002
5.11635398865,0.951096700002
6.51938199997,0.951074200002
8.75612926483,0.951052600002
6.8215970993,0.951032800002
6.53588533401,0.951011200002
8.03236484528,0.950986900002
7.38987874985,0.950967100002
9.4962272644,0.950944600002
8.92387390137,0.950877100002
8.18114376068,0.950789800002
5.723508358,0.950765500002
6.98366785049,0.950741200002
7.96466875076,0.950716900002
4.99274682999,0.950695300002
7.38704967499,0.950669200002
8.91954517365,0.950647600002
8.31760120392,0.950623300002
8.05226898193,0.950599000002
6.5484995842,0.950509000002
9.67711544037,0.950487400002
6.71932983398,0.950467600002
6.74406671524,0.950446000002
7.88713502884,0.950423500002
7.61192178726,0.950403700002
8.55040931702,0.950372200002
7.1121134758,0.950347900002
12.5356359482,0.950323600002
8.71340560913,0.950230900002
7.69812631607,0.950185000002
8.77151012421,0.950162500002
8.56920337677,0.950066200002
9.52608966827,0.950038300002
8.22212409973,0.950009500002
7.09689664841,0.949984300002
9.18026447296,0.949870900002
8.03309059143,0.949843900002
8.42528820038,0.949824100002
8.96473884583,0.949796200002
6.76665496826,0.949776400002
8.64115810394,0.949754800002
7.16693496704,0.949730500002
9.10743045807,0.949668400002
7.58184862137,0.949641400002
8.66853809357,0.949591000002
9.99617671967,0.949568500002
7.95485448837,0.949546000002
9.04568958282,0.949496500002
6.67448568344,0.949473100002
7.80365467072,0.949453300002
7.71650505066,0.949431700002
6.16942834854,0.949406500002
8.38164615631,0.949344400002
7.96636199951,0.949322800002
8.0994052887,0.949274200002
9.07847976685,0.949251700002
7.52842092514,0.949227400002
8.39820289612,0.949199500002
6.9275970459,0.949151800002
6.72990942001,0.949127500002
8.17777633667,0.949103200002
8.41790962219,0.949076200002
8.04671669006,0.949054600002
7.34988164902,0.949032100002
9.84130001068,0.948985300002
8.71008968353,0.948963700002
7.54222631454,0.948917800002
8.61668300629,0.948893500002
7.19053220749,0.948871900002
9.62690830231,0.948808900002
7.66197013855,0.948785500002
6.65887022018,0.948728800002
9.58274555206,0.948705400002
7.52054357529,0.948682900002
7.12245321274,0.948661300002
8.93032360077,0.948636100002
8.36492538452,0.948612700002
10.1473836899,0.948592900002
8.30941867828,0.948546100002
6.85155057907,0.948495700002
6.36144256592,0.948475000002
5.64423036575,0.948454300002
8.44994068146,0.948432700002
8.89863014221,0.948385900002
9.04408454895,0.948315700002
8.26925182343,0.948290500002
8.51306819916,0.948267100002
5.64889621735,0.948247300002
7.77384090424,0.948156400002
8.96614742279,0.948094300002
6.08676576614,0.948072700002
7.15979003906,0.948049300002
6.04809141159,0.948027700002
7.77172851562,0.948004300002
9.15809726715,0.947896300002
8.46768188477,0.947873800002
7.68896198273,0.947854000002
7.94557285309,0.947787400002
8.38983726501,0.947757700002
8.28085899353,0.947737900002
7.18741989136,0.947709100002
8.68207836151,0.947685700002
6.71801042557,0.947654200002
6.90838861465,0.947629900002
8.16799068451,0.947608300002
9.3065290451,0.947588500002
6.82931756973,0.947525500002
7.75934362411,0.947504800002
7.12209558487,0.947483200002
10.434879303,0.947460700002
8.01976108551,0.947373400002
7.33631324768,0.947351800002
7.81680631638,0.947325700002
7.80764436722,0.947302300002
6.50851345062,0.947282500002
5.80680847168,0.947255500002
9.38312721252,0.947235700002
7.72941827774,0.947213200002
5.60301303864,0.947180800002
8.52748298645,0.947151100002
8.30988693237,0.947131300002
7.70702123642,0.947107900002
8.8311958313,0.947018800002
4.20541381836,0.946996300002
5.72274923325,0.946971100002
8.77141094208,0.946944100002
8.12848091125,0.946918000002
7.33766412735,0.946896400002
8.61337184906,0.946866700002
11.6631240845,0.946846900002
7.797270298,0.946818100002
6.54937982559,0.946755100002
9.84230232239,0.946734400002
7.20608329773,0.946711900002
6.50298690796,0.946687600002
6.02001190186,0.946663300002
6.51968002319,0.946634500002
7.21536588669,0.946608400002
7.84642219543,0.946577800002
7.9475069046,0.946558000002
8.87030696869,0.946536400002
6.15354681015,0.946508500002
6.19124078751,0.946486000002
7.44265508652,0.946463500002
8.50042438507,0.946443700002
7.70079421997,0.946418500002
8.10302734375,0.946396900002
7.21855401993,0.946370800002
6.28857374191,0.946348300002
6.2762131691,0.946325800002
7.64437818527,0.946304200002
6.68155384064,0.946278100002
6.8433508873,0.946251100002
8.09522247314,0.946229500002
8.27728843689,0.946171900002
7.98434591293,0.946151200002
7.75723552704,0.946130500002
7.41640233994,0.946108900002
8.44488525391,0.945998200002
6.50941944122,0.945972100002
8.57008075714,0.945950500002
8.38850307465,0.945928900002
8.45648765564,0.945860500002
7.35106039047,0.945784900002
8.17598628998,0.945762400002
9.23219013214,0.945740800002
6.65052366257,0.945713800002
7.43489694595,0.945649900002
6.61239242554,0.945621100002
8.5036239624,0.945595900002
6.84630918503,0.945574300002
8.32909011841,0.945550000002
7.61520385742,0.945524800002
6.2285656929,0.945501400002
8.7971496582,0.945478000002
8.30154418945,0.945458200002
6.17469263077,0.945434800002
6.7725315094,0.945366400002
6.2044801712,0.945333100002
8.29001522064,0.945307900002
7.70304822922,0.945279100002
8.19848918915,0.945259300002
8.11430644989,0.945236800002
8.53723716736,0.945213400002
7.80360651016,0.945184600002
5.366355896,0.945161200002
9.18833637238,0.945096400002
7.35486030579,0.945003700002
5.13264989853,0.944977600002
6.38008880615,0.944957800002
7.42656469345,0.944906500002
7.82831907272,0.944844400002
9.29294681549,0.944821000002
8.46031856537,0.944799400002
7.89829349518,0.944774200002
5.9891409874,0.944749900002
6.69347715378,0.944654500002
7.81301164627,0.944591500002
6.04862356186,0.944569000002
6.15251111984,0.944545600002
8.0331325531,0.944483500002
7.38550901413,0.944460100002
8.00398826599,0.944367400002
6.24961996078,0.944341300002
7.76756906509,0.944319700002
7.26478910446,0.944286400002
8.40941524506,0.944262100002
7.0775718689,0.944242300002
8.46814632416,0.944216200002
8.74055290222,0.944189200002
7.03994655609,0.944140600002
7.5206451416,0.944072200002
7.58736658096,0.944052400002
7.9730758667,0.944030800002
6.16827058792,0.944003800002
7.34951162338,0.943982200002
7.47462081909,0.943957900002
7.55811500549,0.943908400002
8.06489086151,0.943885900002
10.9055652618,0.943866100002
6.28501033783,0.943836400002
10.1387252808,0.943816600002
8.21975803375,0.943790500002
7.95242166519,0.943768000002
8.13390445709,0.943674400002
8.03599643707,0.943596100002
8.78853321075,0.943562800002
8.70014858246,0.943533100002
7.90462636948,0.943505200002
7.89665460587,0.943457500002
10.0233783722,0.943434100002
8.35238933563,0.943414300002
6.92229509354,0.943391800002
7.29510164261,0.943370200002
7.96260547638,0.943225300002
7.73186302185,0.943201000002
7.91873693466,0.943154200002
9.09925937653,0.943130800002
7.67988777161,0.943066900002
8.34847736359,0.942971500002
7.0449256897,0.942950800002
7.66969347,0.942924700002
8.8843755722,0.942814000002
4.58490085602,0.942792400002
8.6809720993,0.942772600002
7.17361688614,0.942744700002
6.07094764709,0.942721300002
8.09704589844,0.942698800002
9.03669166565,0.942670900002
8.73416233063,0.942647500002
6.83404874802,0.942622300002
6.87888717651,0.942593500002
5.36286878586,0.942567400002
7.55961322784,0.942473800002
10.3514509201,0.942449500002
8.82722187042,0.942384700002
7.474152565,0.942336100002
6.91909313202,0.942315400002
8.50072383881,0.942292900002
10.7865209579,0.942267700002
8.94689464569,0.942157000002
5.81733322144,0.942132700002
8.83503818512,0.942110200002
8.34450817108,0.942087700002
8.86483764648,0.942019300002
10.1054897308,0.941998600002
7.60194730759,0.941971600002
7.55988550186,0.941905000002
10.5141134262,0.941883400002
5.88824892044,0.941860900002
7.40045833588,0.941835700002
8.19317626953,0.941770000002
7.12540435791,0.941750200002
6.57698154449,0.941702500002
9.65819168091,0.941681800002
9.4312210083,0.941656600002
10.4350776672,0.941636800002
8.96360015869,0.941608000002
9.73738574982,0.941581900002
8.78632545471,0.941490100002
8.96828460693,0.941467600002
5.63193130493,0.941447800002
8.4298248291,0.941418100002
6.81557369232,0.941391100002
7.64244699478,0.941367700002
6.29550886154,0.941301100002
7.32804870605,0.941280400002
10.294172287,0.941213800002
7.3566608429,0.941192200002
8.89065361023,0.941130100002
7.98528528214,0.941102200002
6.99233627319,0.941079700002
7.81586456299,0.941057200002
9.35250473022,0.941032900002
6.99290084839,0.941009500002
8.13732242584,0.940987000002
7.53042984009,0.940924900002
8.95065593719,0.940901500002
8.95235919952,0.940877200002
8.14863491058,0.940809700002
8.24258136749,0.940788100002
7.30481672287,0.940766500002
6.69297933578,0.940744900002
7.92306947708,0.940680100002
7.50804138184,0.940655800002
8.33413410187,0.940634200002
8.661028862,0.940611700002
8.07989788055,0.940590100002
7.40313005447,0.940566700002
7.15125274658,0.940501900002
9.0344953537,0.940475800002
9.50737667084,0.940456000002
7.90335130692,0.940434400002
8.06062698364,0.940371400002
7.64803934097,0.940348900002
7.24918842316,0.940294900002
6.50852155685,0.940262500002
7.43627357483,0.940186000002
7.91493225098,0.940163500002
8.43698215485,0.940143700002
7.31346750259,0.940106800002
10.2117061615,0.940084300002
8.80635929108,0.940011400002
8.81577968597,0.939963700002
8.73193740845,0.939943000002
6.46240568161,0.939888100002
7.14659738541,0.939861100002
6.51637601852,0.939836800002
7.03977251053,0.939813400002
7.42321968079,0.939791800002
6.73553371429,0.939772000002
8.20067882538,0.939747700002
7.19777154922,0.939685600002
8.31219577789,0.939659500002
7.05500221252,0.939597400002
6.9323143959,0.939573100002
7.14499998093,0.939549700002
7.03553390503,0.939487600002
7.03813171387,0.939462400002
9.16234588623,0.939442600002
8.52168178558,0.939419200002
7.77918291092,0.939394900002
7.76757001877,0.939368800002
9.69215488434,0.939347200002
7.08306312561,0.939324700002
10.0176773071,0.939302200002
6.48340892792,0.939282400002
5.8989315033,0.939260800002
8.96362686157,0.939235600002
7.01069545746,0.939215800002
10.4951734543,0.939193300002
8.68660068512,0.939168100002
7.72567844391,0.939142000002
8.15412521362,0.939118600002
5.91355752945,0.939098800002
6.71393585205,0.939075400002
6.66176557541,0.939052900002
7.63486480713,0.939001600002
6.68040800095,0.938935900002
5.79437017441,0.938913400002
7.83788061142,0.938891800002
6.93155908585,0.938867500002
5.46987485886,0.938841400002
6.89064645767,0.938819800002
7.61825037003,0.938800000002
7.9637503624,0.938778400002
8.12160587311,0.938756800002
7.96615743637,0.938734300002
6.21096038818,0.938712700002
9.82989692688,0.938692900002
6.35426092148,0.938664100002
8.20132541656,0.938644300002
6.09771728516,0.938622700002
7.80649089813,0.938558800002
7.80075502396,0.938512900002
6.95659399033,0.938486800002
6.95773029327,0.938413000002
6.20764732361,0.938393200002
8.62024497986,0.938364400002
8.28642368317,0.938341900002
7.85344934464,0.938318500002
6.92586374283,0.938294200002
7.25969314575,0.938274400002
8.95812129974,0.938222200002
8.0648765564,0.938198800002
6.89176273346,0.938170900002
10.5617790222,0.938149300002
8.49689292908,0.938129500002
9.1768951416,0.938107000002
5.81363582611,0.938081800002
6.81360292435,0.938060200002
6.08691453934,0.938038600002
7.19931983948,0.938015200002
6.58017587662,0.937992700002
6.76995658875,0.937943200002
6.86316251755,0.937911700002
11.8060235977,0.937888300002
7.74141788483,0.937856800002
7.81973028183,0.937763200002
6.88299226761,0.937740700002
7.5719833374,0.937653400002
6.63667154312,0.937623700002
6.45631599426,0.937602100002
7.65400409698,0.937575100002
7.4064617157,0.937543600002
5.89981889725,0.937519300002
9.53519630432,0.937493200002
7.0666975975,0.937473400002
8.67741012573,0.937450900002
9.61758518219,0.937429300002
8.46741199493,0.937340200002
6.90615844727,0.937317700002
7.56274223328,0.937206100002
9.29749298096,0.937180000002
7.33697795868,0.937072900002
6.30010175705,0.937048600002
7.40940332413,0.936999100002
7.57547998428,0.936977500002
6.27336263657,0.936955000002
5.79046583176,0.936933400002
8.35130119324,0.936884800002
6.60166168213,0.936862300002
7.18270730972,0.936839800002
9.46694564819,0.936807400002
7.87162446976,0.936742600002
7.56873559952,0.936721900002
6.04132461548,0.936698500002
5.87991905212,0.936676900002
8.02910327911,0.936630100002
8.6694393158,0.936609400002
9.3600320816,0.936587800002
7.3015666008,0.936498700002
6.69090604782,0.936477100002
8.37008571625,0.936452800002
6.46015977859,0.936425800002
5.45260286331,0.936398800002
6.51810503006,0.936376300002
7.01442670822,0.936353800002
7.86639070511,0.936325900002
6.08435249329,0.936296200002
8.37053585052,0.936274600002
5.84555959702,0.936210700002
6.49431085587,0.936189100002
6.94315338135,0.936165700002
6.55140352249,0.936097300002
8.5505065918,0.936070300002
9.05295658112,0.936048700002
6.31528520584,0.936001900002
7.49713277817,0.935945200002
8.44971656799,0.935918200002
7.84114694595,0.935846200002
7.25012350082,0.935823700002
6.96759843826,0.935802100002
7.12997770309,0.935750800002
6.84323740005,0.935730100002
8.77441692352,0.935706700002
7.59693908691,0.935677000002
6.25815820694,0.935653600002
7.24129247665,0.935630200002
7.10326814651,0.935581600002
7.2646355629,0.935533900002
6.54654741287,0.935506900002
7.27868652344,0.935425900002
7.49182939529,0.935287300002
7.40910100937,0.935266600002
8.22376823425,0.935218900002
7.46996927261,0.935197300002
7.70835733414,0.935173000002
7.79647779465,0.935120800002
6.63674211502,0.935095600002
9.80008125305,0.935075800002
7.62231206894,0.935050600002
8.62772369385,0.935027200002
7.83631658554,0.935003800002
6.94485378265,0.934984000002
7.40057563782,0.934962400002
7.79720449448,0.934938100002
10.7074546814,0.934918300002
6.82384824753,0.934893100002
9.39923477173,0.934871500002
6.20236110687,0.934851700002
7.43756866455,0.934830100002
7.85673761368,0.934805800002
7.81195783615,0.934784200002
6.33864355087,0.934730200002
7.19823694229,0.934608700002
8.29659461975,0.934583500002
6.12965917587,0.934561900002
6.25644445419,0.934538500002
5.76986169815,0.934513300002
7.59199953079,0.934490800002
7.57439947128,0.934462900002
6.75945520401,0.934400800002
7.7189912796,0.934348600002
6.85011100769,0.934260400002
8.13785457611,0.934238800002
8.14060020447,0.934219000002
7.51816511154,0.934194700002
6.87091016769,0.934172200002
7.2620139122,0.934150600002
8.8103351593,0.934125400002
7.6383934021,0.934102900002
6.97744894028,0.934081300002
7.02127838135,0.934057000002
8.13627147675,0.934037200002
9.24397277832,0.934015600002
7.1361117363,0.933880600002
8.24753952026,0.933855400002
7.34425020218,0.933804100002
9.21265888214,0.933782500002
6.78128814697,0.933760000002
6.02163553238,0.933737500002
6.68984174728,0.933646600002
6.07748031616,0.933624100002
6.57903528214,0.933604300002
5.85521793365,0.933553900002
6.68234777451,0.933534100002
6.90266036987,0.933511600002
6.44799184799,0.933486400002
8.14179897308,0.933463900002
8.14779853821,0.933444100002
7.39821004868,0.933416200002
7.57052230835,0.933392800002
8.41502094269,0.933254200002
7.42346429825,0.933232600002
7.10850429535,0.933182200002
6.76175928116,0.933133600002
8.05862140656,0.933111100002
7.27082967758,0.933021100002
9.44420909882,0.932997700002
7.86613273621,0.932975200002
5.76304101944,0.932950900002
7.36293935776,0.932887000002
7.08920192719,0.932854600002
6.04381942749,0.932833000002
7.97215175629,0.932813200002
7.09615564346,0.932785300002
7.34396123886,0.932761900002
7.91788482666,0.932740300002
8.93078517914,0.932718700002
9.66289234161,0.932698900002
10.7538290024,0.932677300002
7.41253328323,0.932651200002
7.26503515244,0.932626900002
8.02753829956,0.932595400002
11.0650033951,0.932573800002
8.60771942139,0.932548600002
8.43927097321,0.932527000002
7.97791194916,0.932500900002
8.09191703796,0.932476600002
7.30222702026,0.932456800002
8.26669502258,0.932431600002
9.27296829224,0.932409100002
8.76033401489,0.932387500002
7.96742248535,0.932320900002
10.1506662369,0.932299300002
6.82999658585,0.932272300002
7.80814695358,0.932246200002
9.38371944427,0.932224600002
7.23791837692,0.932201200002
5.86633014679,0.932181400002
7.48411178589,0.932152600002
8.65159606934,0.932128300002
8.14183425903,0.932080600002
8.44945526123,0.932052700002
6.54793596268,0.932031100002
7.17358160019,0.932011300002
6.78814935684,0.931962700002
7.55577898026,0.931940200002
6.36718130112,0.931920400002
6.56055164337,0.931890700002
9.97179412842,0.931870900002
7.80442237854,0.931849300002
